Cliente,Producto,Product_Type,pred_ventas,Channel_Inv,Sell_in,periodo_predicho,inventario_negativo_flag,inventario_disponible,gap_demanda,gap_abs,cobertura_semanas,prioridad_despacho,recomendacion
CUSTOMER39,"RTF,264.0,120V 60HZ",RTF,23.659912,92.0,0.0,2025-09-01,0,92.0,-68.34009,68.34009,16.689932,68.34009,Monitorear
CUSTOMER35,"RTF,264.0,120V 60HZ",RTF,81.20871,13.0,53.0,2025-09-01,0,13.0,68.20871,68.20871,0.68798554,68.20871,Despachar / reabastecer
CUSTOMER74,"MOBILE,SM-A055M/DS,BLACK,LTC",MOBILE,2.9672995,71.0,0.0,2025-09-01,0,71.0,-68.0327,68.0327,101.41849,68.0327,Monitorear
CUSTOMER35,"MWO(COMMON),0.8,120V 60HZ,EBONY BLACK,TA",MWO(COMMON),130.00182,62.0,81.0,2025-09-01,0,62.0,68.001816,68.001816,2.0500627,68.001816,Despachar / reabastecer
CUSTOMER56,"TABLET,SM-X210,SILVER,COO",TABLET,10.095656,78.0,0.0,2025-09-01,0,78.0,-67.90434,67.90434,33.081306,67.90434,Monitorear
CUSTOMER51,"RAC,3.50,KW,SET,CO,R32",RAC,54.39581,122.0,105.0,2025-09-01,0,122.0,-67.60419,67.60419,9.636508,67.60419,Monitorear
CUSTOMER33,"MOBILE,SM-A165M/DS,GRAY,LTC",MOBILE,6.404589,74.0,0.0,2025-09-01,0,74.0,-67.59541,67.59541,49.351784,67.59541,Monitorear
CUSTOMER66,"MINI COMPONENT,MX-T50,COLOMBIA",MINI COMPONENT,78.46818,146.0,80.0,2025-09-01,0,146.0,-67.53182,67.53182,7.9963136,67.53182,Monitorear
CUSTOMER15,"RTF,399.0,120V 60HZ",RTF,5.482857,73.0,0.0,2025-09-01,0,73.0,-67.51714,67.51714,56.805668,67.51714,Monitorear
CUSTOMER42,"MOBILE,SM-S928B/DS,BLACK,LTC",MOBILE,3.6269362,71.0,0.0,2025-09-01,0,71.0,-67.37306,67.37306,83.18946,67.37306,Monitorear
CUSTOMER33,"RTF,264.0,120V 60HZ",RTF,36.708145,104.0,0.0,2025-09-01,0,104.0,-67.291855,67.291855,12.168328,67.291855,Monitorear
CUSTOMER43,"FWM,SELACOL,CO,22",FWM,296.76846,364.0,102.0,2025-09-01,0,364.0,-67.23154,67.23154,5.2733817,67.23154,Monitorear
CUSTOMER6,"MOBILE,SM-S921B/DS,BLACK,LTC",MOBILE,66.791855,134.0,0.0,2025-09-01,0,134.0,-67.208145,67.208145,8.62125,67.208145,Monitorear
CUSTOMER40,"OWM,SELACOL,CO,17",OWM,15.995109,83.0,0.0,2025-09-01,0,83.0,-67.00489,67.00489,22.253248,67.00489,Monitorear
CUSTOMER27,"OWM,SELACOL,CO,19",OWM,407.17377,474.0,306.0,2025-09-01,0,474.0,-66.82623,66.82623,5.005197,66.82623,Monitorear
CUSTOMER20,"MOBILE,SM-S936B,SILVER,COM",MOBILE,34.204174,101.0,0.0,2025-09-01,0,101.0,-66.79582,66.79582,12.681338,66.79582,Monitorear
CUSTOMER63,"LED TV,UN40T5290AK,40,COLOMBIA,UWM00/U40",LED TV,12.374458,79.0,0.0,2025-09-01,0,79.0,-66.62554,66.62554,27.356646,66.62554,Monitorear
CUSTOMER90,"MOBILE,SM-A266M/DS,WHITE,LTC",MOBILE,11.558586,78.0,0.0,2025-09-01,0,78.0,-66.441414,66.441414,28.909842,66.441414,Monitorear
CUSTOMER54,"TABLET,SM-X110,GRAY,L13",TABLET,10.593258,77.0,0.0,2025-09-01,0,77.0,-66.40674,66.40674,31.129372,66.40674,Monitorear
CUSTOMER7,"QLED TV,QN55QN85FAK,55,COLOMBIA,QWW51/Q5",QLED TV,10.662087,77.0,10.0,2025-09-01,0,77.0,-66.33791,66.33791,30.92922,66.33791,Monitorear
CUSTOMER35,"MOBILE,SM-A266M/DS,BLACK,LTC",MOBILE,66.026184,0.0,102.0,2025-09-01,0,0.0,66.026184,66.026184,0.0,66.026184,Despachar / reabastecer
CUSTOMER35,"MINI COMPONENT,MX-T50,COLOMBIA",MINI COMPONENT,38.36373,104.0,11.0,2025-09-01,0,104.0,-65.63627,65.63627,11.643792,65.63627,Monitorear
CUSTOMER7,"MOBILE,SM-S938B/DS,BLUE,LTC",MOBILE,5.542904,71.0,0.0,2025-09-01,0,71.0,-65.45709,65.45709,54.655437,65.45709,Monitorear
CUSTOMER42,"MWO(COMMON),1.4,120V 60HZ,REAL STAINLESS",MWO(COMMON),13.597246,79.0,0.0,2025-09-01,0,79.0,-65.402756,65.402756,24.904243,65.402756,Monitorear
CUSTOMER42,"MOBILE,SM-S928B/DS,TITANIUM,LTC",MOBILE,2.634023,68.0,0.0,2025-09-01,0,68.0,-65.365974,65.365974,109.22582,65.365974,Monitorear
CUSTOMER90,"MOBILE,SM-A065M/DS,LIGHT GREEN,LTC",MOBILE,23.730095,89.0,0.0,2025-09-01,0,89.0,-65.269905,65.269905,16.09803,65.269905,Monitorear
CUSTOMER68,"LED TV,UN65DU7000K,65,COLOMBIA,UWS41/U65",LED TV,5.77245,71.0,0.0,2025-09-01,0,71.0,-65.22755,65.22755,52.498093,65.22755,Monitorear
CUSTOMER56,"MON,S27F610EAN,27,UNITED STATES,LQ51/S27",MON,10.051047,75.0,0.0,2025-09-01,0,75.0,-64.94895,64.94895,31.949526,64.94895,Monitorear
CUSTOMER40,"OWM,SAMCOL,CO,17",OWM,7.366709,72.0,0.0,2025-09-01,0,72.0,-64.63329,64.63329,41.783016,64.63329,Monitorear
CUSTOMER35,"PROJECTOR,SP-LFF3CLAX,COLOMBIA,RWS10/R00",PROJECTOR,76.55701,12.0,22.0,2025-09-01,0,12.0,64.55701,64.55701,0.67362916,64.55701,Despachar / reabastecer
CUSTOMER50,"LED TV,UN60DU7000K,60,COLOMBIA,UWS41/U60",LED TV,26.707157,91.0,0.0,2025-09-01,0,91.0,-64.29285,64.29285,14.627952,64.29285,Monitorear
CUSTOMER66,"RTF,264.0,120V 60HZ",RTF,67.10186,131.0,7.0,2025-09-01,0,131.0,-63.89814,63.89814,8.389324,63.89814,Monitorear
CUSTOMER54,"MOBILE,SM-S938B/DS,SILVER,LTC",MOBILE,16.19205,80.0,0.0,2025-09-01,0,80.0,-63.80795,63.80795,21.188725,63.80795,Monitorear
CUSTOMER39,"OWM,SELACOL,CO,9",OWM,18.218548,82.0,0.0,2025-09-01,0,82.0,-63.781452,63.781452,19.30833,63.781452,Monitorear
CUSTOMER74,"QLED TV,QN65Q7FAAK,65,COLOMBIA,QWD51/Q65",QLED TV,15.345766,79.0,0.0,2025-09-01,0,79.0,-63.654236,63.654236,22.074547,63.654236,Monitorear
CUSTOMER35,"TABLET,SM-X210,SILVER,COO",TABLET,63.36146,0.0,40.0,2025-09-01,0,0.0,63.36146,63.36146,0.0,63.36146,Despachar / reabastecer
CUSTOMER16,"LED TV,UN65DU7000K,65,COLOMBIA,UWS41/U65",LED TV,6.660526,70.0,0.0,2025-09-01,0,70.0,-63.339474,63.339474,44.90175,63.339474,Monitorear
CUSTOMER35,"QLED TV,QN65QEF1AK,65,COLOMBIA,QWD51/Q65",QLED TV,50.705765,114.0,38.0,2025-09-01,0,114.0,-63.294235,63.294235,9.6593485,63.294235,Monitorear
CUSTOMER35,"DW,REAL STAINLESS,120V 60HZ",DW,92.28963,29.0,29.0,2025-09-01,0,29.0,63.289627,63.289627,1.3505518,63.289627,Despachar / reabastecer
CUSTOMER66,"MWO(COMMON),0.8,120V 60HZ,REAL STAINLESS",MWO(COMMON),40.81552,104.0,74.0,2025-09-01,0,104.0,-63.18448,63.18448,10.945086,63.18448,Monitorear
CUSTOMER42,"MON,S27DG300EN,27,UNITED STATES,LL30/S27",MON,1.9360576,65.0,0.0,2025-09-01,0,65.0,-63.063942,63.063942,141.22885,63.063942,Monitorear
CUSTOMER88,"LED TV,UN50U8000FK,50,COLOMBIA,UWS51/U50",LED TV,62.805046,0.0,100.0,2025-09-01,0,0.0,62.805046,62.805046,0.0,62.805046,Despachar / reabastecer
CUSTOMER7,"MOBILE,SM-S938B/DS,SILVER,LTC",MOBILE,6.2478743,69.0,0.0,2025-09-01,0,69.0,-62.752125,62.752125,47.163555,62.752125,Monitorear
CUSTOMER56,"TABLET,SM-X920,GRAY,COO",TABLET,4.480673,67.0,0.0,2025-09-01,0,67.0,-62.519325,62.519325,63.68719,62.519325,Monitorear
CUSTOMER54,"MOBILE,SM-S721B/DS,LIGHT BLUE,LTC",MOBILE,24.68136,87.0,0.0,2025-09-01,0,87.0,-62.31864,62.31864,15.130826,62.31864,Monitorear
CUSTOMER66,"MINI COMPONENT,MX-T40,COLOMBIA",MINI COMPONENT,20.832497,83.0,0.0,2025-09-01,0,83.0,-62.167503,62.167503,17.096598,62.167503,Monitorear
CUSTOMER66,"OWM,SELACOL,CO,23",OWM,28.181889,90.0,1.0,2025-09-01,0,90.0,-61.81811,61.81811,13.711303,61.81811,Monitorear
CUSTOMER7,"TABLET,SM-X520,LIGHT BLUE,COO",TABLET,93.19595,155.0,50.0,2025-09-01,0,155.0,-61.804047,61.804047,7.1482997,61.804047,Monitorear
CUSTOMER66,"LED TV,UN43U8000FK,43,COLOMBIA,UWS51/U43",LED TV,10.429712,72.0,0.0,2025-09-01,0,72.0,-61.57029,61.57029,29.562542,61.57029,Monitorear
CUSTOMER42,"QLED TV,QN55Q60CAK,55,COLOMBIA,QWK30/Q55",QLED TV,6.755907,68.0,0.0,2025-09-01,0,68.0,-61.244095,61.244095,43.006912,61.244095,Monitorear
CUSTOMER66,"RFD,628.0,120V 60HZ",RFD,14.997417,76.0,7.0,2025-09-01,0,76.0,-61.002583,61.002583,21.728123,61.002583,Monitorear
CUSTOMER27,"LED TV,UN58U8000FK,58,COLOMBIA,UWS51/U58",LED TV,19.012989,80.0,0.0,2025-09-01,0,80.0,-60.98701,60.98701,18.052067,60.98701,Monitorear
CUSTOMER74,"FWM,SELACOL,CO,22",FWM,15.015015,76.0,0.0,2025-09-01,0,76.0,-60.984985,60.984985,21.702728,60.984985,Monitorear
CUSTOMER50,"LED TV,UN50U8000FK,50,COLOMBIA,UWS51/U50",LED TV,9.029941,70.0,0.0,2025-09-01,0,70.0,-60.97006,60.97006,33.175575,60.97006,Monitorear
CUSTOMER35,"OLED SCREEN,QN42S90FAE,42,COLOMBIA,DWE51",OLED SCREEN,6.1280346,67.0,3.0,2025-09-01,0,67.0,-60.871964,60.871964,46.685852,60.871964,Monitorear
CUSTOMER63,"LED TV,UN55DU7000K,55,COLOMBIA,UWS41/U55",LED TV,18.21246,79.0,0.0,2025-09-01,0,79.0,-60.78754,60.78754,18.608131,60.78754,Monitorear
CUSTOMER42,"GVN,71.5,120V 60HZ,SILVER METAL",GVN,10.347536,71.0,0.0,2025-09-01,0,71.0,-60.652466,60.652466,29.38251,60.652466,Monitorear
CUSTOMER27,"QLED TV,QN65Q60DAK,65,COLOMBIA,QWK30/Q65",QLED TV,10.406067,71.0,0.0,2025-09-01,0,71.0,-60.593933,60.593933,29.217922,60.593933,Monitorear
CUSTOMER66,"RTF,398.0,120V 60HZ",RTF,16.425402,77.0,78.0,2025-09-01,0,77.0,-60.5746,60.5746,20.10517,60.5746,Monitorear
CUSTOMER15,"AV RECEIVER,HW-C400,COLOMBIA",AV RECEIVER,12.465492,73.0,0.0,2025-09-01,0,73.0,-60.534508,60.534508,25.094952,60.534508,Monitorear
CUSTOMER16,"RLF,313.0,120V 60HZ",RLF,6.6234736,67.0,0.0,2025-09-01,0,67.0,-60.376526,60.376526,43.21625,60.376526,Monitorear
CUSTOMER7,"MOBILE,SM-S931B/DS,LIGHT BLUE,LTC",MOBILE,3.8109777,64.0,0.0,2025-09-01,0,64.0,-60.189022,60.189022,71.406746,60.189022,Monitorear
CUSTOMER8,"TABLET,SM-X210,GRAY,COO",TABLET,41.842728,102.0,0.0,2025-09-01,0,102.0,-60.157272,60.157272,10.471348,60.157272,Monitorear
CUSTOMER69,"MOBILE,SM-A155M/DSN,LIGHT BLUE,LTC",MOBILE,3.1759193,63.0,0.0,2025-09-01,0,63.0,-59.82408,59.82408,84.15868,59.82408,Monitorear
CUSTOMER35,"MON,S27F610EAN,27,UNITED STATES,LQ51/S27",MON,63.822655,4.0,331.0,2025-09-01,0,4.0,59.822655,59.822655,0.26931533,59.822655,Despachar / reabastecer
CUSTOMER87,"TABLET,SM-X210,SILVER,COO",TABLET,16.336216,76.0,0.0,2025-09-01,0,76.0,-59.663784,59.663784,19.952116,59.663784,Monitorear
CUSTOMER7,"QLED TV,QN75LS03DAK,75,COLOMBIA,QWW44/Q7",QLED TV,12.357164,72.0,0.0,2025-09-01,0,72.0,-59.642838,59.642838,24.967413,59.642838,Monitorear
CUSTOMER42,"MOBILE,SM-S711B/DS,LIGHT GREEN,LTC",MOBILE,2.4178026,62.0,0.0,2025-09-01,0,62.0,-59.5822,59.5822,108.338646,59.5822,Monitorear
CUSTOMER7,"RSS,26.5,120V 60HZ",RSS,135.46655,195.0,52.0,2025-09-01,0,195.0,-59.533447,59.533447,6.187756,59.533447,Monitorear
CUSTOMER66,"TWM,SELACOL,CO,7.5",TWM,198.49472,258.0,170.0,2025-09-01,0,258.0,-59.50528,59.50528,5.5878553,59.50528,Monitorear
CUSTOMER18,"TABLET,SM-X210,GRAY,COO",TABLET,16.592047,76.0,0.0,2025-09-01,0,76.0,-59.40795,59.40795,19.645271,59.40795,Monitorear
CUSTOMER24,"MOBILE,SM-A166M/DS,LIGHT GREEN,LTC",MOBILE,69.76551,129.0,0.0,2025-09-01,0,129.0,-59.23449,59.23449,7.9460225,59.23449,Monitorear
CUSTOMER42,"TABLET,SM-X520,GRAY,COO",TABLET,14.814937,74.0,0.0,2025-09-01,0,74.0,-59.185062,59.185062,21.416164,59.185062,Monitorear
CUSTOMER42,"MOBILE,SM-A057M,LIGHT VIOLET,LTC",MOBILE,2.8247662,62.0,0.0,2025-09-01,0,62.0,-59.175232,59.175232,92.96435,59.175232,Monitorear
CUSTOMER74,"LED TV,UN60DU7000K,60,COLOMBIA,UWS41/U60",LED TV,8.090447,67.0,0.0,2025-09-01,0,67.0,-58.909554,58.909554,35.421635,58.909554,Monitorear
CUSTOMER18,"MOBILE,SM-A165M/DS,LIGHT GREEN,LTC",MOBILE,12.101637,71.0,0.0,2025-09-01,0,71.0,-58.89836,58.89836,25.13867,58.89836,Monitorear
CUSTOMER68,"RTF,311.0,120V 60HZ",RTF,14.35521,73.0,0.0,2025-09-01,0,73.0,-58.64479,58.64479,21.801321,58.64479,Monitorear
CUSTOMER24,"MOBILE,SM-A366E/DS,WHITE,LTC",MOBILE,4.486353,63.0,0.0,2025-09-01,0,63.0,-58.51365,58.51365,59.80987,58.51365,Monitorear
CUSTOMER15,"RLF,466.0,110-120V 60HZ",RLF,2.5765343,61.0,0.0,2025-09-01,0,61.0,-58.423466,58.423466,100.13231,58.423466,Monitorear
CUSTOMER54,"MOBILE,SM-S936B/DS,LIGHT GREEN,LTC",MOBILE,3.5776608,62.0,0.0,2025-09-01,0,62.0,-58.42234,58.42234,73.63297,58.42234,Monitorear
CUSTOMER63,"RTF,422.0,120V 60HZ",RTF,5.5949426,64.0,0.0,2025-09-01,0,64.0,-58.405056,58.405056,48.812134,58.405056,Monitorear
CUSTOMER42,"QLED TV,QN50QN90DAK,50,COLOMBIA,QWW40/Q5",QLED TV,3.6766355,62.0,0.0,2025-09-01,0,62.0,-58.323364,58.323364,71.67369,58.323364,Monitorear
CUSTOMER42,"RSS,640.0,120V 60HZ",RSS,4.164239,62.0,0.0,2025-09-01,0,62.0,-57.835762,57.835762,63.366978,57.835762,Monitorear
CUSTOMER6,"RTF,264.0,120V 60HZ",RTF,126.17995,184.0,135.0,2025-09-01,0,184.0,-57.820053,57.820053,6.2682743,57.820053,Monitorear
CUSTOMER18,"MOBILE,SM-A165M/DS,BLACK,LTC",MOBILE,18.278023,76.0,0.0,2025-09-01,0,76.0,-57.721977,57.721977,17.837431,57.721977,Monitorear
CUSTOMER7,"MOBILE,SM-S938B/DS,BLACK,LTC",MOBILE,11.314336,69.0,0.0,2025-09-01,0,69.0,-57.685665,57.685665,26.124084,57.685665,Monitorear
CUSTOMER43,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",MWO(COMMON),18.512821,76.0,0.0,2025-09-01,0,76.0,-57.48718,57.48718,17.611725,57.48718,Monitorear
CUSTOMER16,"LED TV,UN85U8000FK,85,COLOMBIA,UWS51/U85",LED TV,5.7900944,63.0,0.0,2025-09-01,0,63.0,-57.209908,57.209908,46.441906,57.209908,Monitorear
CUSTOMER16,"RSS,21.8,120V 60HZ",RSS,5.7928066,63.0,2.0,2025-09-01,0,63.0,-57.20719,57.20719,46.42032,57.20719,Monitorear
CUSTOMER42,"MOBILE,SM-A356E/DS,LIGHT BLUE,LTC",MOBILE,1.9137529,59.0,0.0,2025-09-01,0,59.0,-57.086246,57.086246,129.65358,57.086246,Monitorear
CUSTOMER74,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",MWO(COMMON),10.964379,68.0,0.0,2025-09-01,0,68.0,-57.03562,57.03562,26.564,57.03562,Monitorear
CUSTOMER39,"LED TV,UN32T4300AK,32,COLOMBIA,UWM01/U32",LED TV,12.065048,69.0,0.0,2025-09-01,0,69.0,-56.93495,56.93495,24.504364,56.93495,Monitorear
CUSTOMER27,"MON,S27DG300EN,27,UNITED STATES,LL30/S27",MON,15.17638,72.0,0.0,2025-09-01,0,72.0,-56.82362,56.82362,20.342485,56.82362,Monitorear
CUSTOMER35,"LED TV,UN55U8000FK,55,COLOMBIA,UWS51/U55",LED TV,10.235205,67.0,3.0,2025-09-01,0,67.0,-56.764793,56.764793,28.03019,56.764793,Monitorear
CUSTOMER7,"MOBILE,SM-S931B/DS,DARK BLUE,LTC",MOBILE,3.5671458,60.0,0.0,2025-09-01,0,60.0,-56.432854,56.432854,71.46526,56.432854,Monitorear
CUSTOMER7,"FCD,SELACOL,CO,22",FCD,75.80967,132.0,84.0,2025-09-01,0,132.0,-56.19033,56.19033,7.4829273,56.19033,Monitorear
CUSTOMER6,"TABLET,SM-P620,GRAY,COO",TABLET,88.844574,145.0,0.0,2025-09-01,0,145.0,-56.155426,56.155426,7.014479,56.155426,Monitorear
CUSTOMER27,"OWM,SAMCOL,CO,19",OWM,46.001755,102.0,0.0,2025-09-01,0,102.0,-55.998245,55.998245,9.525516,55.998245,Monitorear
CUSTOMER15,"RTF,264.0,120V 60HZ",RTF,21.01539,77.0,0.0,2025-09-01,0,77.0,-55.98461,55.98461,15.722949,55.98461,Monitorear
CUSTOMER54,"MOBILE,SM-S936B/DS,DARK BLUE,LTC",MOBILE,4.11349,60.0,0.0,2025-09-01,0,60.0,-55.88651,55.88651,62.071606,55.88651,Monitorear
CUSTOMER35,"FWM,SELACOL,CO,12.5",FWM,148.87811,93.0,24.0,2025-09-01,0,93.0,55.878113,55.878113,2.6853147,55.878113,Despachar / reabastecer
CUSTOMER18,"TABLET,SM-X520,GRAY,COO",TABLET,35.15527,91.0,0.0,2025-09-01,0,91.0,-55.84473,55.84473,11.117023,55.84473,Monitorear
CUSTOMER42,"MOBILE,SM-S938B/DS,BLACK,LTC",MOBILE,13.160312,69.0,0.0,2025-09-01,0,69.0,-55.839687,55.839687,22.471636,55.839687,Monitorear
CUSTOMER16,"RSS,26.5,110-120V 60HZ",RSS,6.4526343,62.0,8.0,2025-09-01,0,62.0,-55.547367,55.547367,41.04295,55.547367,Monitorear
CUSTOMER24,"MOBILE,SM-A366E/DS,BLACK,LTC",MOBILE,4.4928794,60.0,0.0,2025-09-01,0,60.0,-55.507122,55.507122,56.879826,55.507122,Monitorear
CUSTOMER57,"MOBILE,SM-A566E/DS,GREEN,LTC",MOBILE,8.609327,64.0,0.0,2025-09-01,0,64.0,-55.39067,55.39067,31.80647,55.39067,Monitorear
CUSTOMER7,"RSS,21.8,120V 60HZ",RSS,61.61258,117.0,108.0,2025-09-01,0,117.0,-55.38742,55.38742,8.159845,55.38742,Monitorear
CUSTOMER8,"MWO(COMMON),1.4,120V 60HZ,REAL STAINLESS",MWO(COMMON),55.150826,0.0,33.0,2025-09-01,0,0.0,55.150826,55.150826,0.0,55.150826,Despachar / reabastecer
CUSTOMER43,"MOBILE,SM-S936B/DS,LIGHT GREEN,LTC",MOBILE,21.97468,77.0,0.0,2025-09-01,0,77.0,-55.025322,55.025322,15.037914,55.025322,Monitorear
CUSTOMER66,"MINI COMPONENT,MX-T70,COLOMBIA",MINI COMPONENT,39.038624,94.0,0.0,2025-09-01,0,94.0,-54.961376,54.961376,10.342457,54.961376,Monitorear
CUSTOMER42,"MWO(COMMON),1.1,120V 60HZ,BLACK CAVIAR,T",MWO(COMMON),2.0682847,57.0,0.0,2025-09-01,0,57.0,-54.931717,54.931717,116.09046,54.931717,Monitorear
CUSTOMER86,"RTF,311.0,120V 60HZ",RTF,18.102224,73.0,70.0,2025-09-01,0,73.0,-54.897774,54.897774,17.299318,54.897774,Monitorear
CUSTOMER16,"TWM,SELACOL,CO,7.5",TWM,7.1265106,62.0,0.0,2025-09-01,0,62.0,-54.87349,54.87349,37.185246,54.87349,Monitorear
CUSTOMER7,"MOBILE,SM-S938B/DS,TITANIUM,LTC",MOBILE,5.145389,60.0,0.0,2025-09-01,0,60.0,-54.85461,54.85461,49.726418,54.85461,Monitorear
CUSTOMER33,"LED TV,UN40F6000FK,40,COLOMBIA,UWB50/U40",LED TV,33.3703,88.0,0.0,2025-09-01,0,88.0,-54.6297,54.6297,11.324832,54.6297,Monitorear
CUSTOMER16,"FCD,SELACOL,CO,22",FCD,12.38147,67.0,0.0,2025-09-01,0,67.0,-54.61853,54.61853,23.188114,54.61853,Monitorear
CUSTOMER35,"QLED TV,QN65Q7FAAK,65,COLOMBIA,QWD51/Q65",QLED TV,36.417168,91.0,14.0,2025-09-01,0,91.0,-54.582832,54.582832,10.73226,54.582832,Monitorear
CUSTOMER7,"MOBILE,SM-S931B/DS,LIGHT GREEN,LTC",MOBILE,2.4254894,57.0,0.0,2025-09-01,0,57.0,-54.57451,54.57451,99.2915,54.57451,Monitorear
CUSTOMER6,"MINI COMPONENT,MX-T50,COLOMBIA",MINI COMPONENT,60.507507,115.0,0.0,2025-09-01,0,115.0,-54.492493,54.492493,8.166736,54.492493,Monitorear
CUSTOMER87,"MOBILE,SM-A165M/DS,LIGHT GREEN,LTC",MOBILE,19.54768,74.0,0.0,2025-09-01,0,74.0,-54.45232,54.45232,16.242416,54.45232,Monitorear
CUSTOMER74,"LED TV,UN65DU7000K,65,COLOMBIA,UWS41/U65",LED TV,5.736087,60.0,0.0,2025-09-01,0,60.0,-54.263912,54.263912,44.643734,54.263912,Monitorear
CUSTOMER35,"MOBILE,SM-S938B/DS,BLACK,LTC",MOBILE,54.14315,0.0,145.0,2025-09-01,0,0.0,54.14315,54.14315,0.0,54.14315,Despachar / reabastecer
CUSTOMER74,"MOBILE,SM-A155M/DSN,BLACK,LTC",MOBILE,2.8815186,57.0,0.0,2025-09-01,0,57.0,-54.11848,54.11848,83.80867,54.11848,Monitorear
CUSTOMER35,"TABLET,SM-X520,GRAY,COO",TABLET,54.062798,0.0,35.0,2025-09-01,0,0.0,54.062798,54.062798,0.0,54.062798,Despachar / reabastecer
CUSTOMER18,"MOBILE,SM-S936B/DS,DARK BLUE,LTC",MOBILE,4.003914,58.0,0.0,2025-09-01,0,58.0,-53.996086,53.996086,61.62721,53.996086,Monitorear
CUSTOMER6,"MINI COMPONENT,MX-T70,COLOMBIA",MINI COMPONENT,63.329,117.0,0.0,2025-09-01,0,117.0,-53.671,53.671,7.9388375,53.671,Monitorear
CUSTOMER33,"MOBILE,SM-A065M/DS,BLACK,LTC",MOBILE,4.436415,58.0,0.0,2025-09-01,0,58.0,-53.563583,53.563583,55.67691,53.563583,Monitorear
CUSTOMER69,"MOBILE,SM-A155M/DSN,BLACK,LTC",MOBILE,2.4384727,56.0,0.0,2025-09-01,0,56.0,-53.561527,53.561527,97.039154,53.561527,Monitorear
CUSTOMER54,"MOBILE,SM-A556E/DS,LIGHT BLUE,LTC",MOBILE,2.4563692,56.0,0.0,2025-09-01,0,56.0,-53.543633,53.543633,96.34432,53.543633,Monitorear
CUSTOMER43,"RTF,264.0,120V 60HZ",RTF,7.608791,61.0,0.0,2025-09-01,0,61.0,-53.39121,53.39121,34.279556,53.39121,Monitorear
CUSTOMER97,"MOBILE,SM-S721B/DS,LIGHT BLUE,LTC",MOBILE,5.8811994,59.0,0.0,2025-09-01,0,59.0,-53.1188,53.1188,42.824356,53.1188,Monitorear
CUSTOMER35,"OWM,SAMCOL,CO,13",OWM,82.0018,29.0,24.0,2025-09-01,0,29.0,53.0018,53.0018,1.5199014,53.0018,Despachar / reabastecer
CUSTOMER35,"MOBILE,SM-A566E/DS,BLACK,LTC",MOBILE,52.96129,0.0,257.0,2025-09-01,0,0.0,52.96129,52.96129,0.0,52.96129,Despachar / reabastecer
CUSTOMER7,"QLED TV,QN55LS03FAK,55,COLOMBIA,QWW53/Q5",QLED TV,4.1515346,57.0,0.0,2025-09-01,0,57.0,-52.848465,52.848465,58.433186,52.848465,Monitorear
CUSTOMER42,"DW,REAL STAINLESS,120V 60HZ",DW,25.236338,78.0,30.0,2025-09-01,0,78.0,-52.763664,52.763664,13.267753,52.763664,Monitorear
CUSTOMER42,"LED TV,UN43CU7000K,43,COLOMBIA,UWS31/U43",LED TV,3.2385173,56.0,0.0,2025-09-01,0,56.0,-52.761482,52.761482,73.38069,52.761482,Monitorear
CUSTOMER27,"MOBILE,SM-A165M/DS,LIGHT GREEN,LTC",MOBILE,52.605392,0.0,0.0,2025-09-01,0,0.0,52.605392,52.605392,0.0,52.605392,Despachar / reabastecer
CUSTOMER7,"RSS,26.5,110-120V 60HZ",RSS,33.409763,86.0,26.0,2025-09-01,0,86.0,-52.590237,52.590237,11.054394,52.590237,Monitorear
CUSTOMER74,"MOBILE,SM-A266M/DS,WHITE,LTC",MOBILE,9.684664,62.0,0.0,2025-09-01,0,62.0,-52.31534,52.31534,27.406376,52.31534,Monitorear
CUSTOMER42,"OLED SCREEN,QN65S85FAK,65,COLOMBIA,DWW50",OLED SCREEN,3.7174459,56.0,0.0,2025-09-01,0,56.0,-52.282555,52.282555,64.034966,52.282555,Monitorear
CUSTOMER74,"TWM,SELACOL,CO,7.5",TWM,631.1515,579.0,656.0,2025-09-01,0,579.0,52.15149,52.15149,3.9444265,52.15149,Despachar / reabastecer
CUSTOMER54,"MOBILE,SM-A525M/DS,BLACK,LTC",MOBILE,0.95649165,53.0,0.0,2025-09-01,0,53.0,-52.043507,52.043507,228.01591,52.043507,Monitorear
CUSTOMER42,"MOBILE,SM-A047M/DS,BLACK,LTC",MOBILE,1.1298292,53.0,0.0,2025-09-01,0,53.0,-51.87017,51.87017,194.31647,51.87017,Monitorear
CUSTOMER6,"OWM,SAMCOL,CO,13",OWM,80.86494,29.0,0.0,2025-09-01,0,29.0,51.864937,51.864937,1.5412581,51.864937,Despachar / reabastecer
CUSTOMER74,"QLED TV,QN50Q60DAK,50,COLOMBIA,QWK30/Q50",QLED TV,2.314214,54.0,0.0,2025-09-01,0,54.0,-51.685787,51.685787,98.50612,51.685787,Monitorear
CUSTOMER6,"QLED TV,QN65Q8FAAK,65,COLOMBIA,QWD50/Q65",QLED TV,24.34246,76.0,0.0,2025-09-01,0,76.0,-51.65754,51.65754,13.401428,51.65754,Monitorear
CUSTOMER42,"MOBILE,SM-A226BR/DSN,GRAY,LTC",MOBILE,1.4376626,53.0,0.0,2025-09-01,0,53.0,-51.562336,51.562336,153.91759,51.562336,Monitorear
